name1,name2,is_match
Chakrika Kar,ChakrikaKar,1
Chakrika Kar,Ch4kr1k4 K4r,1
Chakrika Kar,Nidra Sarna,0
Advik Goel,A.G.,1
Advik Goel,Goel Advik,1
Advik Goel,Advik Grel,1
Advik Goel,AdvikGoel,1
Advik Goel,4dv1k G03l,1
Advik Goel,Jhalak Nath,0
Devika Saini,D.S.,1
Devika Saini,DevikaSaini,1
Devika Saini,D3v1k4 541n1,1
Devika Saini,Hitesh Kata,0
Ishaan Badal,I.B.,1
Ishaan Badal,Badal Ishaan,1
Ishaan Badal,Iwhaan Badal,1
Ishaan Badal,IshaanBadal,1
Ishaan Badal,15h44n B4d4l,1
Ishaan Badal,Joshua Tandon,0
Hemangini Baria,H.B.,1
Hemangini Baria,Baria Hemangini,1
Hemangini Baria,Hemanginb Baria,1
Hemangini Baria,HemanginiBaria,1
Hemangini Baria,H3m4ng1n1 B4r14,1
Hemangini Baria,Charan Krishnamurthy,0
Saumya Padmanabhan,S.P.,1
Saumya Padmanabhan,Saumna Padmanabhan,1
Saumya Padmanabhan,SaumyaPadmanabhan,1
Saumya Padmanabhan,54umy4 P4dm4n4bh4n,1
Saumya Padmanabhan,Bhavika Narula,0
Theodore Saha,T.S.,1
Theodore Saha,Saha Theodore,1
Theodore Saha,jheodore Saha,1
Theodore Saha,TheodoreSaha,1
Theodore Saha,Th30d0r3 54h4,1
Theodore Saha,Amol Khalsa,0
Bachittar Goyal,B.G.,1
Bachittar Goyal,Bachittar Gobal,1
Bachittar Goyal,BachittarGoyal,1
Bachittar Goyal,B4ch1tt4r G0y4l,1
Bachittar Goyal,Lakshit Krish,0
Vedika Iyer,V.I.,1
Vedika Iyer,Vedvka Iyer,1
Vedika Iyer,VedikaIyer,1
Vedika Iyer,V3d1k4 1y3r,1
Vedika Iyer,Fariq Pillay,0
Balvan Manne,B.M.,1
Balvan Manne,Manne Balvan,1
Balvan Manne,Balvan Mande,1
Balvan Manne,BalvanManne,1
Balvan Manne,B4lv4n M4nn3,1
Balvan Manne,Lopa Narain,0
Sai Shenoy,S.S.,1
Sai Shenoy,Sai Shenny,1
Sai Shenoy,SaiShenoy,1
Sai Shenoy,541 5h3n0y,1
Sai Shenoy,Yahvi Comar,0
Yuvraj Ganesh,Y.G.,1
Yuvraj Ganesh,Ganesh Yuvraj,1
Yuvraj Ganesh,Yuvfaj Ganesh,1
Yuvraj Ganesh,YuvrajGanesh,1
Yuvraj Ganesh,Yuvr4j G4n35h,1
Yuvraj Ganesh,Simon Mangal,0
Fiyaz Pathak,F.P.,1
Fiyaz Pathak,Pathak Fiyaz,1
Fiyaz Pathak,Fiyaz aathak,1
Fiyaz Pathak,FiyazPathak,1
Fiyaz Pathak,F1y4z P4th4k,1
Fiyaz Pathak,Akshay Som,0
Chavvi Gaba,C.G.,1
Chavvi Gaba,Gaba Chavvi,1
Chavvi Gaba,Chavvz Gaba,1
Chavvi Gaba,ChavviGaba,1
Chavvi Gaba,Ch4vv1 G4b4,1
Chavvi Gaba,Yutika Dar,0
Meghana Palla,M.P.,1
Meghana Palla,Meghana Paxla,1
Meghana Palla,MeghanaPalla,1
Meghana Palla,M3gh4n4 P4ll4,1
Meghana Palla,Girish Jha,0
Vasana Ramaswamy,V.R.,1
Vasana Ramaswamy,Ramaswamy Vasana,1
Vasana Ramaswamy,Vasafa Ramaswamy,1
Vasana Ramaswamy,VasanaRamaswamy,1
Vasana Ramaswamy,V454n4 R4m45w4my,1
Vasana Ramaswamy,Xavier Wadhwa,0
Rayaan Nayak,R.N.,1
Rayaan Nayak,Nayak Rayaan,1
Rayaan Nayak,RayaanbNayak,1
Rayaan Nayak,RayaanNayak,1
Rayaan Nayak,R4y44n N4y4k,1
Rayaan Nayak,Nidra Ram,0
Qasim Sama,Q.S.,1
Qasim Sama,Qasgm Sama,1
Qasim Sama,QasimSama,1
Qasim Sama,Q451m 54m4,1
Qasim Sama,Pallavi Chaudry,0
Arjun Nadkarni,A.N.,1
Arjun Nadkarni,ArjunjNadkarni,1
Arjun Nadkarni,ArjunNadkarni,1
Arjun Nadkarni,4rjun N4dk4rn1,1
Arjun Nadkarni,Anvi Magar,0
Chakrika Viswanathan,C.V.,1
Chakrika Viswanathan,Viswanathan Chakrika,1
Chakrika Viswanathan,ChakrikaViswanathan,1
Chakrika Viswanathan,Ch4kr1k4 V15w4n4th4n,1
Chakrika Viswanathan,Ekani Lad,0
Damini Dhawan,D.D.,1
Damini Dhawan,Dhawan Damini,1
Damini Dhawan,DaminikDhawan,1
Damini Dhawan,DaminiDhawan,1
Damini Dhawan,D4m1n1 Dh4w4n,1
Damini Dhawan,Pavani Halder,0
Unnati Sekhon,U.S.,1
Unnati Sekhon,Uynati Sekhon,1
Unnati Sekhon,UnnatiSekhon,1
Unnati Sekhon,Unn4t1 53kh0n,1
Unnati Sekhon,Chaman Thaman,0
Gautam Rout,G.R.,1
Gautam Rout,Gautau Rout,1
Gautam Rout,GautamRout,1
Gautam Rout,G4ut4m R0ut,1
Gautam Rout,Vyanjana Mukherjee,0
Hema Raman,H.R.,1
Hema Raman,Hema Ramkn,1
Hema Raman,HemaRaman,1
Hema Raman,H3m4 R4m4n,1
Hema Raman,Raghav Sami,0
Umang Sahota,U.S.,1
Umang Sahota,Sahota Umang,1
Umang Sahota,Uiang Sahota,1
Umang Sahota,UmangSahota,1
Umang Sahota,Um4ng 54h0t4,1
Umang Sahota,Gagan Jani,0
Nachiket Bahri,N.B.,1
Nachiket Bahri,Bahri Nachiket,1
Nachiket Bahri,Nachiket iahri,1
Nachiket Bahri,NachiketBahri,1
Nachiket Bahri,N4ch1k3t B4hr1,1
Nachiket Bahri,Onkar Merchant,0
Hemangini Ramesh,H.R.,1
Hemangini Ramesh,Ramesh Hemangini,1
Hemangini Ramesh,Htmangini Ramesh,1
Hemangini Ramesh,HemanginiRamesh,1
Hemangini Ramesh,H3m4ng1n1 R4m35h,1
Hemangini Ramesh,Ekta Mitter,0
Garima Khurana,G.K.,1
Garima Khurana,Garimx Khurana,1
Garima Khurana,GarimaKhurana,1
Garima Khurana,G4r1m4 Khur4n4,1
Garima Khurana,Samar Badal,0
Triveni Chakraborty,T.C.,1
Triveni Chakraborty,Triveni Chakrtborty,1
Triveni Chakraborty,TriveniChakraborty,1
Triveni Chakraborty,Tr1v3n1 Ch4kr4b0rty,1
Triveni Chakraborty,Netra Chowdhury,0
Arjun Sur,A.S.,1
Arjun Sur,Sur Arjun,1
Arjun Sur,Arjun sur,1
Arjun Sur,ArjunSur,1
Arjun Sur,4rjun 5ur,1
Arjun Sur,Orinder Tara,0
Kabir Doshi,K.D.,1
Kabir Doshi,Doshi Kabir,1
Kabir Doshi,Kabib Doshi,1
Kabir Doshi,KabirDoshi,1
Kabir Doshi,K4b1r D05h1,1
Kabir Doshi,Rachit Dada,0
Samaksh Sule,S.S.,1
Samaksh Sule,qamaksh Sule,1
Samaksh Sule,SamakshSule,1
Samaksh Sule,54m4k5h 5ul3,1
Samaksh Sule,Pushti Pillay,0
Alka Chauhan,A.C.,1
Alka Chauhan,Chauhan Alka,1
Alka Chauhan,Alka nhauhan,1
Alka Chauhan,AlkaChauhan,1
Alka Chauhan,4lk4 Ch4uh4n,1
Alka Chauhan,Robert Mall,0
Jonathan Goda,J.G.,1
Jonathan Goda,Goda Jonathan,1
Jonathan Goda,Jonathan Gkda,1
Jonathan Goda,JonathanGoda,1
Jonathan Goda,J0n4th4n G0d4,1
Jonathan Goda,Frado Kumar,0
Harinakshi Soman,H.S.,1
Harinakshi Soman,HarinakshidSoman,1
Harinakshi Soman,HarinakshiSoman,1
Harinakshi Soman,H4r1n4k5h1 50m4n,1
Harinakshi Soman,Rachana Shan,0
Mohini Baria,M.B.,1
Mohini Baria,Mohini Bjria,1
Mohini Baria,MohiniBaria,1
Mohini Baria,M0h1n1 B4r14,1
Mohini Baria,Darsh Sengupta,0
Ayushman Sharma,A.S.,1
Ayushman Sharma,AyushmanSharma,1
Ayushman Sharma,4yu5hm4n 5h4rm4,1
Ayushman Sharma,Ethan Gandhi,0
Dalbir Garde,D.G.,1
Dalbir Garde,Dalbir Gerde,1
Dalbir Garde,DalbirGarde,1
Dalbir Garde,D4lb1r G4rd3,1
Dalbir Garde,Omaja Ratti,0
Anusha Ganesh,A.G.,1
Anusha Ganesh,Ganesh Anusha,1
Anusha Ganesh,AnushavGanesh,1
Anusha Ganesh,AnushaGanesh,1
Anusha Ganesh,4nu5h4 G4n35h,1
Anusha Ganesh,Ria Dhillon,0
Elijah Tak,E.T.,1
Elijah Tak,Eltjah Tak,1
Elijah Tak,ElijahTak,1
Elijah Tak,3l1j4h T4k,1
Elijah Tak,Karan Arora,0
Ishanvi Raval,I.R.,1
Ishanvi Raval,Ishanvr Raval,1
Ishanvi Raval,IshanviRaval,1
Ishanvi Raval,15h4nv1 R4v4l,1
Ishanvi Raval,Gaurang Atwal,0
Jairaj Karnik,J.K.,1
Jairaj Karnik,Karnik Jairaj,1
Jairaj Karnik,Jairjj Karnik,1
Jairaj Karnik,JairajKarnik,1
Jairaj Karnik,J41r4j K4rn1k,1
Jairaj Karnik,Logan Toor,0
Wyatt Gola,W.G.,1
Wyatt Gola,Gola Wyatt,1
Wyatt Gola,Wyatt zola,1
Wyatt Gola,WyattGola,1
Wyatt Gola,Wy4tt G0l4,1
Wyatt Gola,Charita Dass,0
Jairaj Jaggi,J.J.,1
Jairaj Jaggi,Jairaj oaggi,1
Jairaj Jaggi,JairajJaggi,1
Jairaj Jaggi,J41r4j J4gg1,1
Jairaj Jaggi,Nachiket Kumer,0
Ladli Vaidya,L.V.,1
Ladli Vaidya,Ladli Vaidga,1
Ladli Vaidya,LadliVaidya,1
Ladli Vaidya,L4dl1 V41dy4,1
Ladli Vaidya,Dominic Kunda,0
Simon Baria,S.B.,1
Simon Baria,Sivon Baria,1
Simon Baria,SimonBaria,1
Simon Baria,51m0n B4r14,1
Simon Baria,Bhanumati Gara,0
Gaurang Golla,G.G.,1
Gaurang Golla,Golla Gaurang,1
Gaurang Golla,Gaurqng Golla,1
Gaurang Golla,GaurangGolla,1
Gaurang Golla,G4ur4ng G0ll4,1
Gaurang Golla,Triya Bassi,0
Quincy Handa,Q.H.,1
Quincy Handa,Qyincy Handa,1
Quincy Handa,QuincyHanda,1
Quincy Handa,Qu1ncy H4nd4,1
Quincy Handa,Advay Jani,0
Jonathan Nath,J.N.,1
Jonathan Nath,Nath Jonathan,1
Jonathan Nath,Jonathan Njth,1
Jonathan Nath,JonathanNath,1
Jonathan Nath,J0n4th4n N4th,1
Jonathan Nath,Finn Loyal,0
Idika Choudhry,I.C.,1
Idika Choudhry,Choudhry Idika,1
Idika Choudhry,Idika Choudhgy,1
Idika Choudhry,IdikaChoudhry,1
Idika Choudhry,1d1k4 Ch0udhry,1
Idika Choudhry,Baljiwan Jani,0
Wriddhish Setty,W.S.,1
Wriddhish Setty,Setty Wriddhish,1
Wriddhish Setty,briddhish Setty,1
Wriddhish Setty,WriddhishSetty,1
Wriddhish Setty,Wr1ddh15h 53tty,1
Wriddhish Setty,Ishita Mitter,0
Nirja Bandi,N.B.,1
Nirja Bandi,Bandi Nirja,1
Nirja Bandi,Nirja Btndi,1
Nirja Bandi,NirjaBandi,1
Nirja Bandi,N1rj4 B4nd1,1
Nirja Bandi,Meghana Verma,0
Rachita Atwal,R.A.,1
Rachita Atwal,Atwal Rachita,1
Rachita Atwal,RachitanAtwal,1
Rachita Atwal,RachitaAtwal,1
Rachita Atwal,R4ch1t4 4tw4l,1
Rachita Atwal,Rayaan Dewan,0
Garima Rajan,G.R.,1
Garima Rajan,Rajan Garima,1
Garima Rajan,GarimapRajan,1
Garima Rajan,GarimaRajan,1
Garima Rajan,G4r1m4 R4j4n,1
Garima Rajan,Dhriti Ghosh,0
Qasim Srinivas,Q.S.,1
Qasim Srinivas,Qasem Srinivas,1
Qasim Srinivas,QasimSrinivas,1
Qasim Srinivas,Q451m 5r1n1v45,1
Qasim Srinivas,Zinal Khatri,0
Rishi Hora,R.H.,1
Rishi Hora,Hora Rishi,1
Rishi Hora,Ryshi Hora,1
Rishi Hora,RishiHora,1
Rishi Hora,R15h1 H0r4,1
Rishi Hora,Nikita Rajagopalan,0
Rajata Kata,R.K.,1
Rajata Kata,Rajfta Kata,1
Rajata Kata,RajataKata,1
Rajata Kata,R4j4t4 K4t4,1
Rajata Kata,Aayush Raghavan,0
Tristan Kata,T.K.,1
Tristan Kata,rristan Kata,1
Tristan Kata,TristanKata,1
Tristan Kata,Tr15t4n K4t4,1
Tristan Kata,Faras Borah,0
Rachana Sant,R.S.,1
Rachana Sant,Sant Rachana,1
Rachana Sant,Rochana Sant,1
Rachana Sant,RachanaSant,1
Rachana Sant,R4ch4n4 54nt,1
Rachana Sant,Rudra Dey,0
Faraj Dugar,F.D.,1
Faraj Dugar,Dugar Faraj,1
Faraj Dugar,Faraj Dvgar,1
Faraj Dugar,FarajDugar,1
Faraj Dugar,F4r4j Dug4r,1
Faraj Dugar,Yadavi Mukhopadhyay,0
Yachana Sampath,Y.S.,1
Yachana Sampath,Yachana Sampoth,1
Yachana Sampath,YachanaSampath,1
Yachana Sampath,Y4ch4n4 54mp4th,1
Yachana Sampath,Rayaan Cherian,0
Anya Seshadri,A.S.,1
Anya Seshadri,Anya Sesoadri,1
Anya Seshadri,AnyaSeshadri,1
Anya Seshadri,4ny4 535h4dr1,1
Anya Seshadri,Ishwar Choudhary,0
Ati Suri,A.S.,1
Ati Suri,Suri Ati,1
Ati Suri,Ati Spri,1
Ati Suri,AtiSuri,1
Ati Suri,4t1 5ur1,1
Ati Suri,Anusha Luthra,0
Indrajit Ray,I.R.,1
Indrajit Ray,Indryjit Ray,1
Indrajit Ray,IndrajitRay,1
Indrajit Ray,1ndr4j1t R4y,1
Indrajit Ray,Onkar Ghosh,0
Jeremiah Loyal,J.L.,1
Jeremiah Loyal,Loyal Jeremiah,1
Jeremiah Loyal,Jeremiah Liyal,1
Jeremiah Loyal,JeremiahLoyal,1
Jeremiah Loyal,J3r3m14h L0y4l,1
Jeremiah Loyal,Dipta Sethi,0
Tripti Batta,T.B.,1
Tripti Batta,Tripti Batha,1
Tripti Batta,TriptiBatta,1
Tripti Batta,Tr1pt1 B4tt4,1
Tripti Batta,Agastya Bava,0
Omya Sachdev,O.S.,1
Omya Sachdev,OmyaSachdev,1
Omya Sachdev,0my4 54chd3v,1
Omya Sachdev,Jairaj Iyer,0
Qasim Korpal,Q.K.,1
Qasim Korpal,QasimKorpal,1
Qasim Korpal,Q451m K0rp4l,1
Qasim Korpal,Rajeshri Subramanian,0
Amol Patla,A.P.,1
Amol Patla,Amol ratla,1
Amol Patla,AmolPatla,1
Amol Patla,4m0l P4tl4,1
Amol Patla,Lavanya Raja,0
Bimala Ramanathan,B.R.,1
Bimala Ramanathan,Ramanathan Bimala,1
Bimala Ramanathan,Bimaea Ramanathan,1
Bimala Ramanathan,BimalaRamanathan,1
Bimala Ramanathan,B1m4l4 R4m4n4th4n,1
Bimala Ramanathan,Pushti Basak,0
Falan Nori,F.N.,1
Falan Nori,Nori Falan,1
Falan Nori,Falan wori,1
Falan Nori,FalanNori,1
Falan Nori,F4l4n N0r1,1
Falan Nori,Krish Sahota,0
Daksha Oza,D.O.,1
Daksha Oza,Oza Daksha,1
Daksha Oza,Dakcha Oza,1
Daksha Oza,DakshaOza,1
Daksha Oza,D4k5h4 0z4,1
Daksha Oza,Tristan Pall,0
Aahana Patla,A.P.,1
Aahana Patla,AahanakPatla,1
Aahana Patla,AahanaPatla,1
Aahana Patla,44h4n4 P4tl4,1
Aahana Patla,Raksha Mitra,0
Yashasvi Agate,Lucky Chaudhry,0
Bishakha Luthra,Mitesh Nagar,0
Urvashi Chatterjee,Umang Ray,0
Kashvi Chandran,Januja Brahmbhatt,0
Nirja Deo,Anthony Barad,0
Vansha Khare,Chavvi Batta,0
Ojasvi Ratti,Raghav Solanki,0
Xalak Goda,Tanish Dalal,0
Daksha Rege,Pavani Hari,0
Arin Viswanathan,Max Nori,0
Umang Nagarajan,Panini Sane,0
Jackson Murty,Victor Seshadri,0
Daksha Choudhary,Ekaja Khosla,0
Patrick Sabharwal,Aarnav Buch,0
Anirudh Wadhwa,Fiyaz Sood,0
Darpan Kari,Radhika Vasa,0
Rudra Kalita,Gautami Ratta,0
Ranbir Srinivasan,Ubika Sethi,0
Max Kashyap,Vedika Lall,0
Ria Kadakia,Krish Dara,0
Brinda Jaggi,Kiaan Kakar,0
Pranav Anand,Ekalinga Khosla,0
Neel Dave,Aditya Din,0
Xavier Sani,Charan Mand,0
Gunbir Mitra,Samuel Das,0
Vidhi Balay,Chanakya Choudhury,0
Charita Wali,Sneha Tank,0
Anirudh Bali,Jack Bandi,0
Om Rau,Wishi Memon,0
Arjun Solanki,Isaac Loyal,0
Ishita Batta,Raksha Bhandari,0
Wazir Purohit,Jason Raghavan,0
Girindra Saraf,Lila Sura,0
Vritti Dubey,Charles Bakshi,0
Abdul Sha,Reyansh Virk,0
Krisha Kari,Chandresh Hari,0
Jagdish Bhat,Chakradev Gandhi,0
Chanakya Dora,Krishna Shenoy,0
Geetika Mahal,Yauvani Saraf,0
Anirudh Sridhar,Brinda Brar,0
Rudra Sekhon,Samesh Baria,0
Ekta Ghose,Janya Divan,0
Riya Nagy,Vansha Batra,0
Aarush Vaidya,Girindra Balay,0
Sudiksha Wagle,Chaitanya Choudhury,0
Falan Chandra,Pratyush Wagle,0
Reyansh Raghavan,Vedhika Garg,0
Unni Tak,Waida Bhargava,0
Meera Chadha,Jasmit Ramanathan,0
Ekta Bhakta,Chaaya Sharaf,0
Caleb Tank,Mitali Dua,0
Varenya Bhatia,Ekalinga Patla,0
Fariq Sunder,Zansi Shah,0
Vyanjana Chand,Vasana Chacko,0
Kashvi Rama,Gaurang Loyal,0
Aadi Purohit,Girik Bahri,0
Dayita Kaul,Wazir Banerjee,0
Ranbir Walia,Upkaar Ratta,0
Ekantika Sachar,Pranav Apte,0
Ekavir Edwin,Balveer Krishnan,0
Lipika Lanka,Anika Singh,0
Mahika Wable,Samuel Kara,0
Michael Ratta,Ojasvi Mander,0
Teerth Bora,Kamala Kapadia,0
Kevin Sanghvi,Sarthak Nigam,0
Vedika Memon,Reva Sachar,0
Udyati Parmer,Maya Peri,0
Pranav Pathak,Gayathri Agate,0
Jacob Parmar,Megha Sandal,0
Chaitanya D’Alia,Ronith Gaba,0
Anmol Dewan,Meera Prakash,0
Reyansh Lalla,Max Warrior,0
Joshua Chakrabarti,Indrajit Sangha,0
Bakhshi Kala,Atharv Choudhry,0
Andrew Anne,Bhavna Lad,0
Veer Srinivasan,Kala Lanka,0
Unni Jani,Luke Pandya,0
Inaya Rau,Yashvi Tata,0
Hemang Narula,Ojas Dey,0
Wishi Guha,Jonathan Panchal,0
Chasmum Sagar,Yatan Pradhan,0
Abeer Hora,Rayaan Dayal,0
Hemangini Kulkarni,Nathan Radhakrishnan,0
Kavya Ranganathan,Balveer Lalla,0
Charan Sethi,Urvashi Munshi,0
Ridhi Atwal,Yashawini Menon,0
Atharv Kade,Keya Chana,0
Zayan Choudhury,Chakradev Sule,0
Timothy Date,Veer Batta,0
Jyoti Bhatt,Isha Balasubramanian,0
Finn Mand,Chandran Borah,0
Hemangini Varughese,Henry Doctor,0
Triya Suresh,Banjeet Vig,0
Yashvi Dhillon,Teerth Hari,0
Abhimanyu Jaggi,Rishi Nadig,0
Oscar Sankar,Sara Rastogi,0
Saksham Lala,Darpan Mutti,0
Bahadurjit Kumer,Timothy Parekh,0
Oviya Dalal,Aahana Dara,0
Advay Upadhyay,Chakrika Sandal,0
