name1,name2,is_match,name1_clean,name2_clean,cosine_sim,sbert_sim,jaro_sim,metaphone_match,Levenshtein,jaccard,token_set_ratio,complete_overlap,similar_gender,is_abbreviation,predicted_match,match_probability
Aarna Sandhu,AarnaSandhu,1,aarna sandhu,aarna sandhu,1.0,1.0,1.0,1,0,1.0,1.0,1,1,1,1,0.9952787
Hamsini Loyal,Loyal Hamsini,1,ham sini loyal,loyal ham sini,1.0000000000000002,0.9844737,0.7056277056277057,0,12,1.0,1.0,0,1,1,1,0.96121216
Hamsini Loyal,Hamsini Loual,1,ham sini loyal,ham sini loual,0.5903256920569216,0.70677507,0.9714285714285714,0,1,0.5,0.93,0,1,1,1,0.68282527
Hamsini Loyal,HamsiniLoyal,1,ham sini loyal,hamsin iloyal,0.514911766619636,0.5344628,0.9474358974358974,0,3,0.0,0.67,0,0,0,1,0.55111414
Chameli Prashad,Prashad Chameli,1,cha meli pra shad,pra shad cha meli,1.0,0.9889804,0.4803921568627451,0,12,1.0,1.0,0,1,1,1,0.9720585
Chameli Prashad,ChameliPrashad,1,cha meli pra shad,chameli prashad,0.6504332912874835,0.71491736,0.941437908496732,0,2,0.0,0.94,0,0,1,1,0.5081279
Faqid Kala,Fhqid Kala,1,faqid kala,fhqid kala,0.7707947654555298,0.90854716,0.94,0,1,0.3333333333333333,0.9,0,1,1,1,0.6381841
Faqid Kala,FaqidKala,1,faqid kala,faqi dkala,0.7135945738758306,0.70811933,0.98,0,2,0.0,0.5,0,0,0,1,0.96566117
Aarna Rastogi,Rastogi Aarna,1,aarna ras togi,ras togi aarna,1.0000000000000002,0.97181743,0.7658730158730158,0,12,1.0,1.0,0,1,1,1,0.9624939
Aarna Rastogi,Aarra Rastogi,1,aarna ras togi,aarra ras togi,0.7559456789145711,0.87894917,0.9487179487179487,0,1,0.5,0.93,0,1,1,1,0.5018043
Aarna Rastogi,AarnaRastogi,1,aarna ras togi,aarnar astogi,0.6858072503644951,0.6788093,0.9703296703296703,0,3,0.0,0.89,0,0,1,1,0.93247867
Radha Chauhan,Ranha Chauhan,1,radha cha uhan,ranha cha uhan,0.6049104956729675,0.6658591,0.9619047619047619,0,1,0.5,0.93,0,1,1,1,0.5279443
Radha Chauhan,RadhaChauhan,1,radha cha uhan,radhac hauhan,0.5039097649636549,0.80188835,0.9703296703296703,0,3,0.0,0.59,0,0,0,1,0.96065944
Naveen Anne,Anne Naveen,1,naveen anne,anne naveen,1.0,0.9407886,0.806060606060606,0,8,1.0,1.0,0,1,1,1,0.91908246
Naveen Anne,Naveon Anne,1,naveen anne,naveon anne,0.7047723700707038,0.8983129,0.9636363636363636,1,1,0.3333333333333333,0.91,0,1,1,1,0.9557982
Naveen Anne,NaveenAnne,1,naveen anne,navee nanne,0.7347911686242847,0.7102704,0.9818181818181818,0,2,0.0,0.91,0,1,0,1,0.8736363
Charles Badal,Badal Charles,1,cha rles badal,badal cha rles,1.0,0.97731656,0.7056277056277057,0,12,1.0,1.0,0,1,1,1,0.96121216
Charles Badal,CharlesBadal,1,cha rles badal,charle sbadal,0.5018462466749601,0.41613972,0.9474358974358974,0,3,0.0,0.52,0,0,0,1,0.6016091
Nitara Shanker,Shanker Nitara,1,nitara sha nker,sha nker nitara,1.0000000000000004,0.97933614,0.5638888888888889,0,13,1.0,1.0,0,1,1,1,0.9777916
Nitara Shanker,uitara Shanker,1,nitara sha nker,uitara sha nker,0.8110877583441706,0.9006447,0.9555555555555556,0,1,0.5,0.93,0,1,1,1,0.65811175
Nitara Shanker,NitaraShanker,1,nitara sha nker,nitara shanker,0.8141499039414506,0.6667954,0.9866666666666667,0,1,0.25,0.76,0,1,1,1,0.9721214
Wishi Bava,Bava Wishi,1,wishi bava,bava wishi,1.0000000000000002,0.9851341,0.4222222222222222,0,10,1.0,1.0,0,1,1,1,0.9490514
Wishi Bava,WishiBava,1,wishi bava,wish ibava,0.7380548912701932,0.6460748,0.98,0,2,0.0,0.9,0,0,0,1,0.85725534
Andrew Doctor,Doctor Andrew,1,andrew,andrew,1.0,1.0,1.0,1,0,1.0,1.0,1,1,0,1,0.9736649
Andrew Doctor,AndrewDoctor,1,andrew,andrew doctor,0.6727490807011755,0.75797886,0.8923076923076924,0,7,0.5,1.0,0,1,0,1,0.8620641
Ira Raju,IragRaju,1,ira raju,irag raju,0.7512443989604267,0.88765204,0.9740740740740741,0,1,0.3333333333333333,0.94,0,1,1,1,0.87377656
Ira Raju,IraRaju,1,ira raju,ira raju,1.0000000000000002,1.0000002,1.0,1,0,1.0,1.0,1,1,1,1,0.9952787
Ojasvi Parikh,OjasviParikh,1,ojasvi parikh,ojasvi parikh,1.0,1.0,1.0,1,0,1.0,1.0,1,1,1,1,0.9952787
Vihaan Kapur,VihaanKapur,1,vihaan kapur,vihaa nkapur,0.710996436090014,0.7107016,0.9833333333333333,0,2,0.0,0.92,0,0,0,1,0.8747081
Jason Bir,JasonBir,1,jason bir,jaso nbir,0.5371077361450369,0.23241292,0.9777777777777777,0,2,0.0,0.56,0,1,0,1,0.9457495
Ronith Varghese,RonithVarghese,1,ronith varg hese,ronithv arghese,0.6189702280948788,0.58941007,0.9741666666666667,0,3,0.0,0.77,0,1,0,1,0.83133787
Ranveer Acharya,Ragveer Acharya,1,ran veer ach arya,rag veer ach arya,0.8641433193152196,0.8300513,0.9686274509803922,0,1,0.6,0.94,0,1,1,1,0.78870535
Vyanjana Pandit,Vyabjana Pandit,1,vyan jana pandit,vyab jana pandit,0.8147655177104083,0.91956115,0.9086111111111111,0,1,0.5,0.94,0,1,1,1,0.7813262
Vyanjana Pandit,VyanjanaPandit,1,vyan jana pandit,vyanjan apandit,0.7243322037180981,0.62082875,0.9608333333333333,0,3,0.0,0.77,0,0,0,1,0.75503457
Aachal Gera,Gera Aachal,1,aachal gera,gera aachal,1.0000000000000002,0.984852,0.5696969696969697,0,10,1.0,1.0,0,1,1,1,0.9556395
Aachal Gera,Aachab Gera,1,aachal gera,aachab gera,0.8218220822954749,0.7143484,0.9636363636363636,0,1,0.3333333333333333,0.91,0,1,1,1,0.7491056
Aachal Gera,AachalGera,1,aachal gera,aacha lgera,0.7341250363505569,0.44286624,0.9818181818181818,0,2,0.0,0.91,0,0,0,1,0.8757161
Kavya Vig,Vig Kavya,1,kavya vig,vig kavya,1.0000000000000002,0.9895554,0.5462962962962963,0,8,1.0,1.0,0,1,1,1,0.9386014
Kavya Vig,Kavya Vqg,1,kavya vig,kavya vqg,0.786068149424322,0.8493056,0.9555555555555556,0,1,0.3333333333333333,0.89,0,1,1,1,0.6852847
Kavya Vig,KavyaVig,1,kavya vig,kavy avig,0.6752564012350679,0.73974,0.9777777777777777,0,2,0.0,0.44,0,0,0,1,0.97139716
Veda Padmanabhan,Padmanabhan Veda,1,veda padma nabhan,padma nabhan veda,0.9999999999999998,0.9863527,0.7394957983193278,0,10,1.0,1.0,0,1,1,1,0.9567724
Veda Padmanabhan,VedaPadmanabhan,1,veda padma nabhan,vedapad manabhan,0.5742430329041364,0.6804049,0.9632352941176471,0,3,0.0,0.67,0,0,0,1,0.91193587
Veda Rajagopal,Rajagopal Veda,1,veda raja gopal,raja gopal veda,1.0,0.98380333,0.7277777777777779,0,10,1.0,1.0,0,1,1,1,0.9586239
Veda Rajagopal,Veca Rajagopal,1,veda raja gopal,veca raja gopal,0.6692692591361803,0.90405315,0.9644444444444444,0,1,0.5,0.93,0,1,1,1,0.84079903
Veda Rajagopal,VedaRajagopal,1,veda raja gopal,vedara jagopal,0.5835453830380509,0.67870116,0.9723809523809525,0,3,0.0,0.69,0,0,0,1,0.9632605
Jackson Solanki,Solanki Jackson,1,jac kson sol anki,sol anki jac kson,1.0000000000000002,0.9853035,0.6892911010558068,0,14,1.0,1.0,0,1,1,1,0.9712875
Jackson Solanki,Jackson Sohanki,1,jac kson sol anki,jac kson soh anki,0.795203743087968,0.8802273,0.9764705882352941,0,1,0.6,0.94,0,1,1,1,0.8932426
Jackson Solanki,JacksonSolanki,1,jac kson sol anki,jackson solanki,0.6572793817526825,0.5112861,0.941437908496732,0,2,0.0,0.69,0,0,1,1,0.5221906
Imaran Dua,ImaranDua,1,imaran dua,imar andua,0.6803160898209255,0.5201243,0.98,0,2,0.0,0.8,0,0,0,1,0.94240266
Chandresh Chawla,Chawla Chandresh,1,chan dresh chawla,chawla chan dresh,1.0000000000000002,0.97582245,0.834313725490196,0,14,1.0,1.0,0,1,1,1,0.958141
Chandresh Chawla,ChandreshtChawla,1,chan dresh chawla,chandres htchawla,0.6589061438531472,0.53994143,0.9514705882352941,0,3,0.0,0.65,0,0,0,1,0.6200419
Chandresh Chawla,ChandreshChawla,1,chan dresh chawla,chandre shchawla,0.6632324731846642,0.6476685,0.9632352941176471,0,3,0.0,0.67,0,0,0,1,0.8945139
Jyoti Bhat,Bhat Jyoti,1,jyoti bhat,bhat jyoti,1.0000000000000002,0.96488214,0.5333333333333333,0,8,1.0,1.0,0,1,1,1,0.9302087
Jyoti Bhat,Jnoti Bhat,1,jyoti bhat,jnoti bhat,0.5398954991068557,0.8473806,0.94,0,1,0.3333333333333333,0.9,0,1,1,1,0.6276104
Jyoti Bhat,JyotiBhat,1,jyoti bhat,jyot ibhat,0.6183234650656774,0.815181,0.98,0,2,0.0,0.9,0,0,0,1,0.88543195
Jyoti Bhat,Jy0t1 Bh4t,1,jyoti bhat,jyt bht,0.27109136608410644,0.6177345,0.92,0,3,0.0,0.82,0,0,1,1,0.5173083
Udant Sahni,Udang Sahni,1,udant sahni,udang sahni,0.7987195314451359,0.85638857,0.9636363636363636,0,1,0.3333333333333333,0.91,0,1,1,1,0.85081804
Udant Sahni,UdantSahni,1,udant sahni,udant sahni,1.0,1.0000001,1.0,1,0,1.0,1.0,1,1,1,1,0.9952787
Udant Sahni,Ud4nt 54hn1,1,udant sahni,udnt hn,0.22811949904586873,0.4631632,0.9030303030303031,0,4,0.0,0.78,0,0,0,1,0.58015233
Vansha Choudhury,Vaniha Choudhury,1,vansha chou dhury,vaniha chou dhury,0.6815996958952698,0.88411343,0.9725490196078431,0,1,0.5,0.94,0,1,1,1,0.8427981
Vansha Choudhury,VanshaChoudhury,1,vansha chou dhury,vanshac houdhury,0.6052050054027605,0.68472064,0.975735294117647,0,3,0.0,0.91,0,0,0,1,0.85672724
Isha Hora,Isva Hora,1,isha hora,isva hora,0.7020506339773509,0.827549,0.9074074074074073,0,1,0.3333333333333333,0.89,0,1,1,1,0.5409693
Isha Hora,IshaHora,1,isha hora,isha hora,1.0000000000000002,0.9999999,1.0,1,0,1.0,1.0,1,1,1,1,0.9952787
Sanaya Rau,SanayaRau,1,sanaya rau,sana yarau,0.5440228696318345,0.65409243,0.98,0,2,0.0,0.6,0,0,0,1,0.9763982
Tara Bora,Bora Tara,1,tara bora,bora tara,1.0,0.96756196,0.6666666666666666,0,4,1.0,1.0,0,1,1,1,0.7757602
Tara Bora,TaraBora,1,tara bora,tara bora,1.0,1.0,1.0,1,0,1.0,1.0,1,1,1,1,0.9952787
Nirja Bose,Bose Nirja,1,nirja bose,bose nirja,1.0,0.9383699,0.39999999999999997,0,10,1.0,1.0,0,1,1,1,0.9419987
Nirja Bose,Nrrja Bose,1,nirja bose,nrrja bose,0.7277124914889415,0.92528224,0.94,1,1,0.3333333333333333,0.9,0,1,1,1,0.99325895
Nirja Bose,NirjaBose,1,nirja bose,nirj abose,0.6235024314376628,0.59887916,0.98,0,2,0.0,0.9,0,0,0,1,0.8607721
Dominic Munshi,Munshi Dominic,1,dom inic munshi,munshi dom inic,1.0,0.98544097,0.6592592592592593,0,14,1.0,1.0,0,1,1,1,0.9712875
Dominic Munshi,DominicMunshi,1,dom inic munshi,domini cmunshi,0.6054416042480638,0.5803863,0.951111111111111,0,3,0.0,0.48,0,0,0,1,0.74756473
Janani Iyengar,Iyengar Janani,1,janani iye ngar,iye ngar janani,1.0000000000000002,0.9675199,0.5015873015873016,0,13,1.0,1.0,0,1,1,1,0.9777916
Janani Iyengar,Jananc Iyengar,1,janani iye ngar,jananc iye ngar,0.8194836463769729,0.9481037,0.959047619047619,0,1,0.5,0.93,0,1,1,1,0.90614563
Janani Iyengar,JananiIyengar,1,janani iye ngar,janani iyengar,0.7717116010470213,0.75913084,0.9866666666666667,0,1,0.25,0.97,0,1,1,1,0.957796
Azad Chauhan,Chauhan Azad,1,azad cha uhan,cha uhan azad,1.0000000000000002,0.987463,0.7459207459207459,0,8,1.0,1.0,0,1,1,1,0.94014233
Azad Chauhan,AzadChauhan,1,azad cha uhan,azadc hauhan,0.6217596439653238,0.7328645,0.967948717948718,0,3,0.0,0.88,0,0,0,1,0.8698088
Tanish Rege,Rege Tanish,1,tanish rege,rege tanish,1.0,0.9693945,0.393939393939394,0,10,1.0,1.0,0,1,1,1,0.9490514
Tanish Rege,Tanish rege,1,tanish rege,tanish rege,1.0,1.0,1.0,1,0,1.0,1.0,1,1,1,1,0.9952787
Tanish Rege,TanishRege,1,tanish rege,tanis hrege,0.7609493637828908,0.5005414,0.9818181818181818,0,2,0.0,0.91,0,1,0,1,0.86015975
Bhavani Amble,Bhavani Azble,1,bha vani amble,bha vani azble,0.7456696883777822,0.8494928,0.9714285714285714,0,1,0.5,0.93,0,1,1,1,0.86785346
Bhavani Amble,BhavaniAmble,1,bha vani amble,bhavan iamble,0.6216444751954019,0.4777101,0.9474358974358974,0,3,0.0,0.52,0,0,0,1,0.621868
Shravya Sangha,Sangha Shravya,1,shr avya sangha,sangha shr avya,1.0000000000000002,0.9901218,0.6777777777777777,0,12,1.0,1.0,0,1,1,1,0.96645975
Shravya Sangha,Shravya Sargha,1,shr avya sangha,shr avya sargha,0.6826257845293677,0.8477691,0.9733333333333334,0,1,0.5,0.93,0,1,1,1,0.84322375
Daniel Kari,Deniel Kari,1,daniel kari,deniel kari,0.6692060034908772,0.68580097,0.9154545454545455,1,1,0.3333333333333333,0.91,0,1,1,1,0.9473579
Daniel Kari,DanielKari,1,daniel kari,danie lkari,0.5871180441846744,0.5238335,0.9818181818181818,0,2,0.0,0.91,0,0,0,1,0.8670301
Vritti Bhalla,Vditti Bhalla,1,vritti bhalla,vditti bhalla,0.7161916622356674,0.81245327,0.9538461538461539,0,1,0.3333333333333333,0.92,0,1,1,1,0.6123423
Vritti Bhalla,VrittiBhalla,1,vritti bhalla,vritti bhalla,1.0,1.0,1.0,1,0,1.0,1.0,1,1,1,1,0.9952787
Lohit Seth,Seth Lohit,1,lohit seth,seth lohit,1.0000000000000004,0.950309,0.5333333333333333,0,9,1.0,1.0,0,1,1,1,0.94644684
Lohit Seth,Lohij Seth,1,lohit seth,lohij seth,0.7726917752336406,0.8983865,0.9155555555555556,0,1,0.3333333333333333,0.9,0,1,1,1,0.67281646
Lohit Seth,LohitSeth,1,lohit seth,lohi tseth,0.7013529374329526,0.4597032,0.98,0,2,0.0,0.9,0,0,0,1,0.8777964
Lakshmi Oommen,Oommen Lakshmi,1,lak shmi oommen,oommen lak shmi,0.9999999999999998,0.9802689,0.42777777777777776,0,14,1.0,1.0,0,1,1,1,0.97142357
Lakshmi Oommen,Lakshmi Oomken,1,lak shmi oommen,lak shmi oomken,0.6680686633215206,0.8787023,0.9733333333333334,0,1,0.5,0.93,0,1,1,1,0.8849258
Lakshmi Oommen,LakshmiOommen,1,lak shmi oommen,lakshm ioommen,0.5968827148526029,0.59129745,0.951111111111111,0,3,0.0,0.69,0,0,0,1,0.62012756
Patrick Shukla,Shukla Patrick,1,pat rick shukla,shukla pat rick,1.0000000000000002,0.95379853,0.43333333333333335,0,14,1.0,1.0,0,1,1,1,0.96736133
Patrick Shukla,PatrickShukla,1,pat rick shukla,patric kshukla,0.5297928810890904,0.6252227,0.951111111111111,0,3,0.0,0.48,0,0,0,1,0.72213304
Pushti Bora,Pushti Bpra,1,pushti bora,pushti bpra,0.6500834376950778,0.754843,0.9636363636363636,0,1,0.3333333333333333,0.91,0,1,1,1,0.71017
Pushti Bora,PushtiBora,1,pushti bora,pusht ibora,0.5917335641771654,0.6157383,0.9818181818181818,0,2,0.0,0.91,0,0,0,1,0.8670301
Aahana Bir,AahanaBir,1,aahana bir,aaha nabir,0.5744411174921382,0.63577855,0.98,0,2,0.0,0.9,0,0,0,1,0.87657464
Samarth Pandya,Samabth Pandya,1,sam arth pandya,sam abth pandya,0.7776113036336418,0.86893594,0.9733333333333334,0,1,0.5,0.93,0,1,1,1,0.870702
Samarth Pandya,SamarthPandya,1,sam arth pandya,samart hpandya,0.5356818390378746,0.5722322,0.951111111111111,0,3,0.0,0.76,0,0,0,1,0.64790076
Gabriel Deshmukh,Deshmukh Gabriel,1,gab riel desh mukh,desh mukh gab riel,1.0000000000000002,0.9901256,0.38888888888888884,0,16,1.0,1.0,0,1,1,1,0.97142357
Gabriel Deshmukh,Gabriyl Deshmukh,1,gab riel desh mukh,gab riyl desh mukh,0.7225189293092279,0.9315345,0.9542483660130718,1,1,0.6,0.94,0,1,1,1,0.99555826
Chakrika Kar,Kar Chakrika,1,chak rika kar,kar chak rika,1.0000000000000002,0.99025905,0.8461538461538461,0,8,1.0,1.0,0,1,1,1,0.95366716
Chakrika Kar,Chakrika Kir,1,chak rika kar,chak rika kir,0.7754633840103399,0.9737705,0.9692307692307692,1,1,0.5,0.92,0,1,1,1,0.9950878
Chakrika Kar,ChakrikaKar,1,chak rika kar,chakr ikakar,0.4093409305246952,0.8051963,0.967948717948718,0,3,0.0,0.72,0,0,0,1,0.81196594
Advik Goel,Goel Advik,1,advik goel,goel advik,1.0,0.97788006,0.39999999999999997,0,10,1.0,1.0,0,1,1,1,0.9490514
Advik Goel,Advik Grel,1,advik goel,advik grel,0.6322367176560606,0.85421336,0.96,0,1,0.3333333333333333,0.9,0,1,1,1,0.83993727
Advik Goel,AdvikGoel,1,advik goel,advi kgoel,0.750401055851606,0.59954727,0.98,0,2,0.0,0.9,0,0,0,1,0.8680282
Devika Saini,DevikaSaini,1,devika saini,devik asaini,0.7245626619354392,0.6808981,0.9833333333333333,0,2,0.0,0.5,0,0,0,1,0.96760833
Ishaan Badal,Badal Ishaan,1,ishaan badal,badal ishaan,1.0,0.9757364,0.6111111111111112,0,10,1.0,1.0,0,1,1,1,0.9556395
Ishaan Badal,Iwhaan Badal,1,ishaan badal,iwhaan badal,0.7464701533564123,0.8370409,0.9499999999999998,0,1,0.3333333333333333,0.92,0,1,1,1,0.6383032
Ishaan Badal,IshaanBadal,1,ishaan badal,ishaa nbadal,0.6326292598462635,0.54642135,0.9833333333333333,0,2,0.0,0.5,0,0,0,1,0.9663262
Hemangini Baria,Baria Hemangini,1,hema ngini baria,baria hema ngini,1.0000000000000002,0.9914794,0.7467948717948718,0,12,1.0,1.0,0,1,1,1,0.9607168
Hemangini Baria,Hemanginb Baria,1,hema ngini baria,hema nginb baria,0.838710340651655,0.89771646,0.9483333333333334,0,1,0.5,0.94,0,1,1,1,0.66922307
Hemangini Baria,HemanginiBaria,1,hema ngini baria,hemangi nibaria,0.5273120783793637,0.58467656,0.9608333333333333,0,3,0.0,0.58,0,1,1,1,0.84499717
Saumya Padmanabhan,Saumna Padmanabhan,1,saumya padma nabhan,saumna padma nabhan,0.748310463844981,0.9581418,0.9789473684210526,0,1,0.5,0.95,0,1,1,1,0.93612355
Saumya Padmanabhan,SaumyaPadmanabhan,1,saumya padma nabhan,saumyapa dmanabhan,0.6686067363391758,0.69567674,0.9783625730994151,0,3,0.0,0.7,0,0,0,1,0.9003323
Theodore Saha,Saha Theodore,1,theo dore saha,saha theo dore,1.0,0.97947735,0.7056277056277057,0,10,1.0,1.0,0,1,1,1,0.95731527
Theodore Saha,TheodoreSaha,1,theo dore saha,theodo resaha,0.49128106474804145,0.6819811,0.9703296703296703,0,3,0.0,0.81,0,0,0,1,0.8352872
Bachittar Goyal,Bachittar Gobal,1,bach ittar goyal,bach ittar gobal,0.6960246533965098,0.93407476,0.975,0,1,0.5,0.94,0,1,1,1,0.8922949
Bachittar Goyal,BachittarGoyal,1,bach ittar goyal,bachitt argoyal,0.6171912061890082,0.57027483,0.9741666666666667,0,3,0.0,0.65,0,1,0,1,0.91106963
Vedika Iyer,Vedvka Iyer,1,vedika iyer,vedvka iyer,0.7003137174352562,0.8971978,0.9109090909090909,0,1,0.3333333333333333,0.91,0,1,1,1,0.6282594
Vedika Iyer,VedikaIyer,1,vedika iyer,vedik aiyer,0.6774802957368737,0.84614307,0.9818181818181818,0,2,0.0,0.91,0,0,0,1,0.86950755
Balvan Manne,Manne Balvan,1,balvan manne,manne balvan,1.0000000000000004,0.96712047,0.6111111111111112,0,10,1.0,1.0,0,1,1,1,0.9556395
Balvan Manne,Balvan Mande,1,balvan manne,balvan mande,0.6966981895552233,0.7212386,0.9666666666666666,0,1,0.3333333333333333,0.92,0,1,1,1,0.6830224
Balvan Manne,BalvanManne,1,balvan manne,balva nmanne,0.7347423408419286,0.5410545,0.9833333333333333,0,2,0.0,0.92,0,0,0,1,0.8757161
Sai Shenoy,Sai Shenny,1,sai shenoy,sai shenny,0.49432738952657346,0.83622414,0.96,1,1,0.3333333333333333,0.9,0,1,1,1,0.67094404
Sai Shenoy,SaiShenoy,1,sai shenoy,sais henoy,0.6849549554777047,0.6931579,0.9766666666666667,0,2,0.0,0.5,0,0,1,1,0.9928316
Yuvraj Ganesh,Ganesh Yuvraj,1,yuvraj ganesh,ganesh yuvraj,1.0000000000000002,0.9842967,0.4871794871794872,0,12,1.0,1.0,0,1,1,1,0.9720585
Yuvraj Ganesh,Yuvfaj Ganesh,1,yuvraj ganesh,yuvfaj ganesh,0.7472635295585257,0.87399495,0.9641025641025641,0,1,0.3333333333333333,0.92,0,1,1,1,0.8525664
Yuvraj Ganesh,YuvrajGanesh,1,yuvraj ganesh,yuvraj ganesh,1.0000000000000002,1.0000001,1.0,1,0,1.0,1.0,1,1,1,1,0.9952787
Fiyaz Pathak,Pathak Fiyaz,1,fiyaz pathak,pathak fiyaz,1.0,0.9850073,0.47222222222222215,0,10,1.0,1.0,0,1,1,1,0.9556395
Fiyaz Pathak,FiyazPathak,1,fiyaz pathak,fiyaz pathak,1.0,1.0000001,1.0,1,0,1.0,1.0,1,1,1,1,0.9952787
Chavvi Gaba,Gaba Chavvi,1,chavvi gaba,gaba chavvi,1.0000000000000004,0.9731534,0.49242424242424243,0,10,1.0,1.0,0,1,1,1,0.9556395
Chavvi Gaba,ChavviGaba,1,chavvi gaba,chavv igaba,0.7279973865284424,0.7746283,0.9818181818181818,0,2,0.0,0.91,0,0,0,1,0.853639
Meghana Palla,Meghana Paxla,1,meg hana palla,meg hana paxla,0.59308531178628,0.9183481,0.9714285714285714,0,1,0.5,0.93,0,1,1,1,0.9023774
Meghana Palla,MeghanaPalla,1,meg hana palla,meghan apalla,0.543510907622345,0.6374815,0.9474358974358974,0,3,0.0,0.52,0,0,0,1,0.6056907
Vasana Ramaswamy,Ramaswamy Vasana,1,vasana rama swamy,rama swamy vasana,1.0000000000000004,0.98970187,0.788235294117647,0,12,1.0,1.0,0,1,1,1,0.9530182
Vasana Ramaswamy,Vasafa Ramaswamy,1,vasana rama swamy,vasafa rama swamy,0.7635931425397088,0.8966734,0.9764705882352941,0,1,0.5,0.94,0,1,1,1,0.8888079
Vasana Ramaswamy,VasanaRamaswamy,1,vasana rama swamy,vasanar amaswamy,0.6846516490149144,0.57934856,0.975735294117647,0,3,0.0,0.91,0,0,0,1,0.86852384
Rayaan Nayak,Nayak Rayaan,1,rayaan nayak,nayak rayaan,1.0,0.97599876,0.7555555555555555,0,6,1.0,1.0,0,1,1,1,0.81363165
Rayaan Nayak,RayaanNayak,1,rayaan nayak,rayaa nnayak,0.7192502354020256,0.65824866,0.9833333333333333,0,2,0.0,0.92,0,0,1,1,0.8827937
Qasim Sama,Qasgm Sama,1,qasim sama,qasgm sama,0.6443961209184911,0.8165864,0.9533333333333333,0,1,0.3333333333333333,0.9,0,1,1,1,0.64719474
Qasim Sama,QasimSama,1,qasim sama,qasi msama,0.716337287456532,0.74152863,0.98,0,2,0.0,0.5,0,0,0,1,0.9662212
Arjun Nadkarni,ArjunjNadkarni,1,arjun nadk arni,arjunjn adkarni,0.5676797291736504,0.7875344,0.959047619047619,0,3,0.0,0.53,0,0,1,1,0.9426088
Arjun Nadkarni,ArjunNadkarni,1,arjun nadk arni,arjunn adkarni,0.5801872859587162,0.7834019,0.9723809523809525,0,3,0.0,0.55,0,0,1,1,0.9849726
Chakrika Viswanathan,Viswanathan Chakrika,1,chak rika viswa nathan,viswa nathan chak rika,1.0,0.9701437,0.7687400318979266,0,20,1.0,1.0,0,1,1,1,0.97299296
Chakrika Viswanathan,ChakrikaViswanathan,1,chak rika viswa nathan,chakrikav iswanathan,0.5223945099703029,0.4594344,0.9518181818181819,0,4,0.0,0.62,0,0,0,1,0.64702153
Damini Dhawan,Dhawan Damini,1,damini dhawan,dhawan damini,1.0,0.98691165,0.782051282051282,0,8,1.0,1.0,0,1,1,1,0.9387504
Damini Dhawan,DaminikDhawan,1,damini dhawan,damini kdhawan,0.9056064251843151,0.7848916,0.9857142857142858,0,1,0.3333333333333333,0.96,0,1,1,1,0.77013224
Damini Dhawan,DaminiDhawan,1,damini dhawan,damini dhawan,1.0,1.0,1.0,1,0,1.0,1.0,1,1,1,1,0.9952787
Unnati Sekhon,Uynati Sekhon,1,unnati sekhon,uynati sekhon,0.7585822080329939,0.8037208,0.9538461538461539,1,1,0.3333333333333333,0.92,0,1,1,1,0.96435666
Unnati Sekhon,UnnatiSekhon,1,unnati sekhon,unnati sekhon,0.9999999999999999,1.0000001,1.0,1,0,1.0,1.0,1,1,1,1,0.9952787
Unnati Sekhon,Unn4t1 53kh0n,1,unnati sekhon,unnt khn,0.3391698497649345,0.5220314,0.9102564102564102,0,5,0.0,0.76,0,0,0,1,0.7030426
Gautam Rout,Gautau Rout,1,gautam rout,gautau rout,0.8327600114408674,0.91215086,0.9236363636363636,0,1,0.3333333333333333,0.91,0,1,1,1,0.7014508
Gautam Rout,GautamRout,1,gautam rout,gauta mrout,0.7587199229817105,0.652501,0.9818181818181818,0,2,0.0,0.91,0,0,0,1,0.85848844
Hema Raman,Hema Ramkn,1,hema raman,hema ramkn,0.6262956604183668,0.70369387,0.96,0,1,0.3333333333333333,0.9,0,1,1,1,0.5993509
Hema Raman,HemaRaman,1,hema raman,hema raman,1.0000000000000002,1.0,1.0,1,0,1.0,1.0,1,1,1,1,0.9952787
Umang Sahota,Sahota Umang,1,umang sahota,sahota umang,1.0,0.9899006,0.47222222222222215,0,11,1.0,1.0,0,1,1,1,0.9705325
Umang Sahota,Uiang Sahota,1,umang sahota,uiang sahota,0.83531789829241,0.8752735,0.9499999999999998,0,1,0.3333333333333333,0.92,0,1,1,1,0.64705205
Umang Sahota,UmangSahota,1,umang sahota,umang sahota,1.0,1.0,1.0,1,0,1.0,1.0,1,1,1,1,0.9952787
Nachiket Bahri,Bahri Nachiket,1,nach iket bahri,bahri nach iket,1.0000000000000002,0.9865492,0.7572649572649572,0,12,1.0,1.0,0,1,1,1,0.9624939
Nachiket Bahri,NachiketBahri,1,nach iket bahri,nachik etbahri,0.6327587991181409,0.45097145,0.9723809523809525,0,3,0.0,0.69,0,0,0,1,0.9303425
Hemangini Ramesh,Ramesh Hemangini,1,hema ngini ramesh,ramesh hema ngini,1.0000000000000002,0.97037894,0.7394957983193278,0,14,1.0,1.0,0,1,1,1,0.9716987
Hemangini Ramesh,Htmangini Ramesh,1,hema ngini ramesh,htma ngini ramesh,0.7337321495878527,0.83925307,0.9647058823529412,0,1,0.5,0.94,0,1,1,1,0.7978363
Hemangini Ramesh,HemanginiRamesh,1,hema ngini ramesh,hemangi niramesh,0.542554171668161,0.7482982,0.9632352941176471,0,3,0.0,0.91,0,0,1,1,0.65585816
